"nr","cod LMI","val","SIRUTA_judet","judet","SIRUTA_UAT","rang","UAT","SIRUTA","localitate","denumire","adresa","latitudine","longitudine","cota","cod postal","stare generală","program","tipul monumentului","datare","tipul patrimoniului","observatii"
730,"CJ-II-m-B-07258","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Sediul Redacției revistei ""Korunk"" în perioada interbelică","Bd. 21 Decembrie 1989 20",46.771442,23.592042,346,400094,"Stare medie","Clădire administrativă (primărie, prefectură, guvern, minister ș.a.)","Locuire civilă","sec. XIX","Patrimoniu domestic urban","Poziție probabilă."
731,"CJ-II-m-B-07259","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Bd. 21 Decembrie 1989 24",46.771521,23.592334,345,400094,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX","Patrimoniu domestic urban","Poziție probabilă."
732,"CJ-II-m-B-07260","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Bd. 21 Decembrie 1989 28",46.771597,23.592626,345,400094,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVII - XVIII","Patrimoniu domestic urban","Locație eronată. Clădirea de la adresa din listă este de secol XX."
733,"CJ-II-m-B-07261","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă cu portal","Bd. 21 Decembrie 1989 32",46.771689,23.592905,344,400094,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1559,"Patrimoniu domestic urban","Locație eronată. Clădirea de la adresa din listă este de secol XIX."
734,"CJ-II-m-B-07262","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Bd. 21 Decembrie 1989 34",46.771728,23.59308,343,400094,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1920,"Patrimoniu domestic urban","Poziție probabilă."
735,"CJ-II-m-B-07263","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Bd. 21 Decembrie 1989 36",46.771784,23.593299,343,400094,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX","Patrimoniu domestic urban","Poziție probabilă."
736,"CJ-II-m-B-07264","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Biserica reformată","Bd. 21 Decembrie 1989 41",46.773899,23.597454,338,400124,"Stare bună","Clădire de cult","Biserică","1821 - 1859","Patrimoniu religios",
737,"CJ-II-m-B-07265","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Bd. 21 Decembrie 1989 44",46.771933,23.593926,342,400094,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI-XVIII","Patrimoniu domestic urban","Poziție probabilă."
738,"CJ-II-m-B-07266","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Bd. 21 Decembrie 1989 48",46.771971,23.594343,343,400094,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban","Poziție probabilă."
739,"CJ-II-m-B-07267","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Prefectura Cluj-Napoca","Bd. 21 Decembrie 1989 59 și Piața Avram lancu nr.12",46.772278,23.595273,343,400094,"Stare medie","Clădire administrativă (primărie, prefectură, guvern, minister ș.a.)",,1910,"Patrimoniul administrativ","Bd. 21 Decembrie 1989 58 și Piața Avram lancu nr.12"
740,"CJ-II-m-B-07268","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Cazarmă, azi unitate militară","Bd. 21 Decembrie 1989 106",46.774981,23.602761,335,400124,"Stare medie","Clădire cu destinație specială (poliție, S.R.I., armată ș.a.)",,"sec. XIX","Patrimoniul administrativ",
742,"CJ-II-m-B-07269","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Baba Novac 8, Bd. Eroilor nr.51",46.770578,23.595691,345,400129,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban",
941,"CJ-II-m-B-07270","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Piața Ștefan cel Mare 14, Str. Baba Novac 27 și Str.l.C.Brătianu 55",46.769623,23.596726,345,400192,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","1830 -1840","Patrimoniu domestic urban",
745,"CJ-II-m-B-07272","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Clinicile de neurologie și neuro-psihiatrie infantilă","Str. Babeș Victor 43",46.763165,23.584705,379,400012,"Stare medie","Clădire pentru sănătate",,1900,"Patrimoniu reprezentativ",
746,"CJ-II-m-B-07273","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Barițiu George 2",46.773681,23.58758,341,400027,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1900,"Patrimoniu domestic urban",
748,"CJ-II-m-B-07274","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Institutul Politehnic","Str. Barițiu George 25",46.772005,23.58558,343,400027,"Stare foarte bună","Clădire pentru învățământ",,1894,"Patrimoniu reprezentativ",
749,"CJ-II-m-B-07275","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Institutul Politehnic","Str. Barițiu George 28",46.772331,23.585139,343,400027,"Stare foarte bună","Clădire pentru învățământ",,1895,"Patrimoniu reprezentativ",
750,"CJ-II-m-B-07276","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Biserica ""Sf. Treime"", din Deal","Str. Bisericii Ortodoxe 10",46.765345,23.58894,362,400090,"Stare foarte bună","Clădire de cult","Biserică","sec. XVIII","Patrimoniu religios",
751,"CJ-II-m-B-07277","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Biserica ""învierea Domnului"", Bob","Str. Bob 5",46.768628,23.587749,349,400014,"Stare medie","Clădire de cult","Biserică","1800 -1803","Patrimoniu religios","În curs de restaurare."
752,"CJ-II-m-B-07278","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa în care s-a născut Bolyai János","Str. Bolyai János 1 și Bd.Eroilor nr.9",46.769855,23.592229,347,400096,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV - XIX","Patrimoniu domestic urban",
753,"CJ-II-m-B-07279","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Bolyai János 2 și str.Eroilor nr.1l",46.769901,23.592427,346,400096,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV - XIX","Patrimoniu domestic urban",
754,"CJ-II-m-B-07280","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Bolyai János 2-4",46.770032,23.592272,346,400096,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV - XIX","Patrimoniu domestic urban",
755,"CJ-II-m-B-07281","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Borzești 1",46.776324,23.598122,335,400184,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1901,"Patrimoniu domestic urban","Adresa actuală: strada Nicolae Cristea nr. 1 (nume de stradă schimbat)."
756,"CJ-II-m-B-07282","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă stil baroc","Str. Brătianu I.C. 6",46.768412,23.592631,349,400079,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban",
757,"CJ-II-m-B-07283","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă stil baroc","Str. Brătianu I.C. 8",46.768465,23.592836,349,400079,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban",
758,"CJ-II-m-B-07284","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Brătianu I.C. 10",46.768513,23.593004,348,400079,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX","Patrimoniu domestic urban",
760,"CJ-II-m-B-07286","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Brătianu I.C. 16",46.768768,23.594051,347,400079,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban",
761,"CJ-II-m-B-07287","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Brătianu I.C. 18",46.768808,23.594332,347,400079,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban",
762,"CJ-II-m-B-07288","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","""Casa Beldi"", azi clădire administrativă","Str. Brătianu I.C. 22",46.768915,23.594763,346,400079,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban",
763,"CJ-II-m-B-07289","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Brătianu I.C. 24",46.768989,23.595082,345,400079,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban",
765,"CJ-II-m-B-07291","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Brătianu I.C. 34",46.769239,23.596331,345,400079,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX","Patrimoniu domestic urban",
766,"CJ-II-m-B-07292","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa Kós Károly","Str. Breaza 14",46.792423,23.585926,360,400253,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă",1900,"Patrimoniu domestic urban",
767,"CJ-II-m-B-07293","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Moara veche de hârtie","Str. Calvaria 32",46.764076,23.555259,347,400567,"Colaps","Clădire pentru industrie","Moară","sec. XVIII","Patrimoniul preindustrial prelucrător","Posibil în zona Plopilor 68. Poziție probabilă."
768,"CJ-II-m-B-07294","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Clemenceau Georges 1",46.770998,23.586959,347,400021,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVII - XVIII","Patrimoniu domestic urban",
769,"CJ-II-m-B-07295","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă cu elemente de Renaștere","Str. Clemenceau Georges 3",46.770899,23.586602,346,400021,"Stare foarte bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI","Patrimoniu domestic urban",
770,"CJ-II-m-B-07296","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Biblioteca Centrală Universitară","Str. Clinicilor 2",46.766972,23.585109,353,400006,"Stare bună","Clădire pentru învățământ",,"1906 -1908","Patrimoniu reprezentativ",
772,"CJ-II-m-B-07298","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Coșbuc George 2",46.765588,23.576512,345,400375,"Stare foarte bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban",
773,"CJ-II-m-B-07299","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Curie Frederic Joliot 3",46.772997,23.59231,342,400106,"Stare foarte bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XX","Patrimoniu domestic urban",
774,"CJ-II-m-B-07300","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa Kovary László","Str. Daicoviciu Constantin 1",46.771362,23.586618,347,400020,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XIX","Patrimoniu domestic urban",
775,"CJ-II-m-B-07301","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Daicoviciu Constantin 3",46.771315,23.586362,347,400020,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX","Patrimoniu domestic urban",
776,"CJ-II-m-B-07302","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Daicoviciu Constantin 5",46.771283,23.586259,347,400020,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX","Patrimoniu domestic urban",
777,"CJ-II-m-B-07303","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Institutul Politehnic","Str. Daicoviciu Constantin 15",46.771049,23.585236,347,400020,"Stare foarte bună","Clădire pentru învățământ",,"sec. XIX","Patrimoniu domestic urban",
717,"CJ-II-m-B-07306","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Biserica și casa parohială Evanghelică","Bd. 21 Decembrie 1989 1",46.771276,23.590151,346,400105,"Stare medie","Clădire de cult","Biserică","1816 -1822","Patrimoniu religios","În curs de restaurare."
782,"CJ-II-m-B-07307","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa barocă","Str. Doja Gheorghe 4",46.771538,23.590295,346,400110,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI-XVIII","Patrimoniu domestic urban","Strada Regele Ferdinand"
783,"CJ-II-m-B-07308","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă cu elemente renascentiste","Str. Doja Gheorghe 5",46.771537,23.589496,346,400110,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI-XVIII","Patrimoniu reprezentativ","Strada Regele Ferdinand"
785,"CJ-II-m-B-07309","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Doja Gheorghe 19",46.772303,23.589038,345,400110,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","Patrimoniu domestic urban","Strada Regele Ferdinand"
784,"CJ-II-m-B-07310","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Hotel ""Pannónia""","Str. Doja Gheorghe 17",46.772216,23.589052,345,400110,"Stare medie","Clădire pentru turism",,"sec. XVII - XIX","Patrimoniu reprezentativ","Strada Regele Ferdinand"
786,"CJ-II-m-B-07311","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Str. Doja Gheorghe 25",46.772526,23.588859,345,400110,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII","Patrimoniu domestic urban","Strada Regele Ferdinand"
787,"CJ-II-m-B-07312","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Poștă","Str. Doja Gheorghe 33",46.773095,23.58833,345,400110,"Stare medie","Clădire cu alte funcțiuni",,"sec. XIX","Patrimoniu reprezentativ","Strada Regele Ferdinand"
788,"CJ-II-m-B-07313","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa cu stema familiei Báthory","Str. Doja Gheorghe 34",46.773111,23.588791,344,400110,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sf. sec. XIX","Patrimoniu domestic urban","Strada Regele Ferdinand"
789,"CJ-II-m-B-07314","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Palatul Széki","Str. Doja Gheorghe 37",46.773848,23.587619,341,400027,"Stare bună","Clădire cu funcțiuni mixte (se precizează care funcțiuni și în ce proporție)",,1893,"Patrimoniu reprezentativ","Strada Regele Ferdinand"
790,"CJ-II-m-B-07315","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Palatul Babos","Str. Doja Gheorghe 38 și Piața Mihai Viteazu 1",46.774174,23.588066,341,400110,"Stare bună","Clădire cu funcțiuni mixte (se precizează care funcțiuni și în ce proporție)",,"1889 -1900","Patrimoniu reprezentativ","Strada Regele Ferdinand"
791,"CJ-II-m-B-07316","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Tribunalul și Curtea de Apel","Calea Dorobanților 24 și Piața Ștefan cel Mare 1",46.771002,23.598696,344,400121,"Stare bună","Clădire cu destinație specială (poliție, S.R.I., armată ș.a.)",,1902,"Patrimoniu reprezentativ","Calea Dorobanților 2-4 și Piața Ștefan cel Mare 1"
792,"CJ-II-m-B-07317","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","CasaTeleki","Bd. Eroilor 1 și Piața Unirii 32",46.769656,23.590932,349,400129,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV-XVIII","Patrimoniu domestic urban",
793,"CJ-II-m-B-07318","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Bd. Eroilor 2",46.769138,23.59156,349,400129,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","1830 -1840","Patrimoniu domestic urban",
794,"CJ-II-m-B-07319","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Bd. Eroilor 3",46.769616,23.591502,349,400129,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI - XIX","Patrimoniu domestic urban",
795,"CJ-II-m-B-07320","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Bd. Eroilor 4 și str. Brătianu I.C. 19",46.769214,23.591776,348,400129,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV-XVIII","Patrimoniu domestic urban",
796,"CJ-II-m-B-07321","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Bd. Eroilor 5",46.769655,23.591702,349,400129,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV-XVIII","Patrimoniu domestic urban",
797,"CJ-II-m-B-07322","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Bd. Eroilor 6-8 și str. Brătianu I.C. 21-23",46.769266,23.592008,348,400129,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVIII-XIX","Patrimoniu domestic urban",
798,"CJ-II-m-B-07323","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Bd. Eroilor 7",46.76971,23.591879,348,400129,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XVI - XIX","Patrimoniu domestic urban",
801,"CJ-II-m-B-07324.01","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Biserica mănăstirii minorite, azi catedrala greco-catolică","Bd. Eroilor 10",46.769382,23.592505,347,400129,"Stare medie","Clădire de cult","Biserică","sec. XVIII","Patrimoniu religios",
800,"CJ-II-m-B-07324.02","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Claustrul mănăstirii minoriților","Bd. Eroilor 8 și str. Brătianu I.C. 25",46.769382,23.592505,347,400129,"Stare medie","Clădire de cult","Claustru","sec. XV - XIX","Patrimoniu religios",
802,"CJ-II-m-B-07325","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă barocă cu elemente gotice","Bd. Eroilor 12 și str.Tomis 1",46.769521,23.592927,346,400129,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV - XIX","Patrimoniu domestic urban","Bd. Eroilor 12 și str.Hermann Oberth 1"
803,"CJ-II-m-B-07326","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Bd. Eroilor 13",46.769949,23.592602,346,400129,"Stare medie","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV - XVI","Patrimoniu domestic urban",
804,"CJ-II-m-B-07327","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casă","Bd. Eroilor 15",46.769947,23.592751,345,400129,"Stare bună","Clădire de locuit (unifamilială, colectivă ș.a.)","Locuire civilă","sec. XV - XIX","Patrimoniu domestic urban",
805,"CJ-II-m-B-07328","B",127,"CLUJ",54975,"municipiu","CLUJ-NAPOCA",54984,"CLUJ-NAPOCA","Casa Tricesimei","Bd. Eroilor 16",46.769659,23.593369,345,400129,"Stare medie","Clădire financiar-comerț",,"sec. XVI - XIX","Patrimoniu reprezentativ",
